,GM,P,Phase,T,X(C),X(FE),"Y(FCC_A1,0,FE)","Y(FCC_A1,1,C)","Y(FCC_A1,1,VA)"
31,11463.46750168722,100000.0,FCC_A1,400.0,0.33911734957851347,0.6608826504214864,1.0,0.5131279348341752,0.48687206516582476
32,7805.219437662753,100000.0,FCC_A1,400.0,0.29440060207661023,0.7055993979233898,1.0,0.41723476939329057,0.5827652306067095
33,50.69226438292662,100000.0,FCC_A1,400.0,0.17273958699287792,0.827260413007122,1.0,0.20880920237070594,0.791190797629294
34,28651.8565639428,100000.0,FCC_A1,400.0,0.4871155270238857,0.5128844729761143,1.0,0.9497568218380659,0.050243178161934104
35,2741.030448498984,100000.0,FCC_A1,400.0,0.2201242602584026,0.7798757397415975,1.0,0.28225555564959376,0.7177444443504063
36,30809.165036627306,100000.0,FCC_A1,400.0,0.499999999975,0.500000000025,1.0,0.9999999999,9.999999999e-11
37,-6791.304496423341,100000.0,FCC_A1,400.0,0.0,1.0,1.0,0.0,1.0
38,30797.957928059634,100000.0,FCC_A1,400.0,0.4999459411753805,0.5000540588246195,1.0,0.9997837880778467,0.00021621192215327513
39,30676.74073330175,100000.0,FCC_A1,400.0,0.49930352181417914,0.5006964781858207,1.0,0.9972179625135598,0.0027820374864401497
40,30809.164394241416,100000.0,FCC_A1,400.0,0.4999999976283814,0.5000000023716186,1.0,0.9999999905135256,9.486474353018223e-09
41,30809.1638075081,100000.0,FCC_A1,400.0,0.4999999954141957,0.5000000045858043,1.0,0.9999999816567829,1.8343217072612793e-08
42,2559.095514416491,100000.0,FCC_A1,400.0,0.2171216720821679,0.7828783279178322,1.0,0.2773376964714703,0.7226623035285298
